UserID,Name,Gender,Interests,Country,language,age,rate,price/h
77862,Jessica Johnson,Male,'Gaming',United Kingdom,"'Japanese', 'Spanish'",36,3.7,23
24759,Joanne Mainor,Male,"'Art', 'Cars and automobiles', 'Fashion'",Indonesia,"'Russian', 'Italian'",64,1.7,25
53636,Judith Glennon,Female,"'Outdoor activities', 'Cars and automobiles'",China,"'Spanish', 'Hindi'",48,3.6,13
35868,Ardis Brown,Female,"'Sports', 'Photography', 'Gardening'",China,"'Spanish', 'Portuguese', 'Italian', 'English'",35,3.5,19
89954,Gerald Huffman,Female,"'Gardening', 'Parenting and family', 'Parenting and family', 'Gardening', 'Gardening'",Germany,"'Arabic', 'Japanese', 'Russian', 'Italian'",42,3.5,21
31871,Dana Michaelis,Male,"'Fashion', 'Finance and investments', 'DIY and crafts', 'Sports'",Russia,"'French', 'English', 'Hindi'",24,3,21
56285,Elizabeth Henry,Male,'Fashion',Tanzania,"'Arabic', 'English', 'Portuguese'",50,4,20
454,Terry Gaskin,Female,"'Gardening', 'Parenting and family'",Russia,"'Chinese', 'German', 'English', 'Spanish'",43,4.9,23
79400,Martin Turner,Female,"'Gardening', 'Health and wellness', 'Books'",China,"'German', 'Russian'",43,1.7,12
31208,Jonathon Anderson,Male,"'Beauty', 'Nature', 'Finance and investments', 'Movies', 'Cars and automobiles'",China,"'French', 'Japanese', 'English', 'Portuguese'",38,1.7,23
5320,Juana Bastarache,Male,"'Books', 'Business and entrepreneurship'",India,"'Russian', 'Japanese', 'Portuguese', 'Chinese'",68,2.9,23
80343,Ronald Mcgill,Male,'Pets',Pakistan,"'German', 'Portuguese', 'Chinese', 'Japanese'",23,4.3,21
13276,Mary Senteno,Female,"'Gardening', 'Science', 'Finance and investments', 'Health and wellness'",Switzerland,"'Hindi', 'Portuguese', 'Arabic'",62,4.8,14
44418,Charles Lopinto,Male,"'History', 'Sports'",India,"'English', 'Chinese'",67,3.2,20
72215,Wanda Flores,Male,"'Parenting and family', 'Sports', 'Food and dining', 'Cars and automobiles', 'Social causes and activism'",Japan,"'French', 'Italian', 'Portuguese'",48,2.4,21
35648,Robert Mercer,Female,"'Gardening', 'Cars and automobiles', 'Travel'",Turkey,"'French', 'Chinese', 'English'",36,3.1,13
36571,Thomas Smith,Female,"'Finance and investments', 'Food and dining', 'Photography', 'Fashion'",India,"'Russian', 'Arabic', 'Japanese', 'Portuguese'",63,1.8,19
43153,Daniel Melanson,Female,"'Food and dining', 'Parenting and family', 'Books', 'Parenting and family'",Pakistan,"'Italian', 'Chinese'",46,4.6,23
84919,Brian Richerson,Male,'History',Turkey,"'Hindi', 'Chinese', 'Russian', 'French'",68,2.6,17
49854,John Anderson,Female,"'Nature', 'Politics', 'Gardening'",Guatemala,"'Russian', 'Japanese', 'Arabic', 'Italian'",36,4.5,11
42082,Jennifer Macpartland,Female,"'DIY and crafts', 'Gaming', 'Movies'",China,"'English', 'Italian', 'Japanese'",59,2.9,16
28401,Teresa Chavez,Female,"'Finance and investments', 'DIY and crafts', 'Movies', 'Gardening'",China,"'Chinese', 'Portuguese', 'Spanish', 'English'",32,1.3,20
58866,Joseph Miller,Female,"'History', 'Art', 'Cooking', 'Nature'",Trinidad and Tobago,"'Russian', 'Japanese', 'German', 'French'",34,4.9,22
97682,Anna Whitenack,Male,"'Travel', 'Sports', 'Social causes and activism', 'Nature'",Turkey,"'German', 'Hindi', 'Chinese'",28,4.6,18
83836,Isaac Gavitt,Male,"'Parenting and family', 'Pets', 'Fashion', 'Social causes and activism', 'Science'",Russia,"'German', 'English', 'Portuguese', 'Arabic'",51,4.9,19
54478,Erick Smith,Male,'Technology',United Kingdom,"'Portuguese', 'French', 'Japanese'",64,1.6,21
51982,Paul Brittain,Female,'Books',Belgium,"'Chinese', 'Hindi', 'French', 'Russian'",48,2.7,25
852,Danielle Smith,Male,"'Nature', 'Food and dining'",China,"'Chinese', 'Japanese'",37,4.7,22
17352,Leon Edwards,Male,"'Sports', 'Social causes and activism', 'Parenting and family', 'Photography', 'Art'",Rwanda,"'Russian', 'Hindi', 'Chinese', 'English'",40,4.4,13
57201,Amy Mcfaddin,Female,'Pets',Russia,"'Italian', 'English', 'Spanish'",57,2,24
17918,Edward Scott,Male,'Travel',Russia,"'English', 'Arabic'",68,1.8,24
45006,Randolph Mounts,Male,"'Science', 'Fitness', 'Nature', 'Gardening', 'DIY and crafts'",Russia,"'Russian', 'Arabic', 'Italian', 'English'",54,2.5,13
14948,Lupita Frank,Female,"'Education and learning', 'Politics', 'Finance and investments', 'Outdoor activities', 'Cooking'",United States,"'German', 'Russian'",60,1,13
27309,Evelyn Lawalin,Female,"'DIY and crafts', 'Technology', 'Social causes and activism'",Brazil,"'German', 'Arabic', 'Spanish'",64,1.1,15
96117,Stacey Benner,Female,"'Art', 'Pets', 'Nature', 'Music'",Algeria,'Hindi',69,2,24
15809,Joseph Demark,Female,"'Travel', 'DIY and crafts'",South Africa,'Arabic',32,5,22
39151,Genevive Zimmer,Female,'Pets',United States,"'French', 'Russian', 'Spanish', 'English'",47,1.4,14
93466,Susan Kimball,Female,"'Fashion', 'Business and entrepreneurship', 'Fitness', 'Travel'",Romania,"'French', 'Japanese', 'Portuguese'",25,1.8,18
90242,Kenneth Winter,Female,'Books',Italy,"'Italian', 'Spanish', 'Russian'",19,1.2,25
42109,Daniel Toscani,Female,"'Gaming', 'Cooking', 'Art', 'Social causes and activism', 'Art'",India,"'Italian', 'Arabic', 'Portuguese', 'German'",37,2.9,24
57931,Barbara Pacific,Male,'Music',China,"'German', 'French', 'Hindi', 'Arabic'",23,1.5,11
75906,Matthew Guinn,Female,"'Books', 'Technology', 'Movies', 'Photography'",United States,"'French', 'Russian', 'English'",63,2.4,24
31638,Jeremy Draper,Male,"'Parenting and family', 'Health and wellness', 'Outdoor activities', 'Fashion'",Japan,"'Portuguese', 'Spanish', 'German'",63,2.7,20
84488,Dean Lockhart,Male,"'Outdoor activities', 'Fitness', 'Fashion'",Italy,"'English', 'Italian', 'German', 'Portuguese'",28,4.7,10
45702,Carla Richardson,Female,"'Gardening', 'Photography', 'Music', 'Finance and investments', 'Parenting and family'",India,'Hindi',20,3.2,11
12412,Willie Wiederwax,Male,'Fashion',India,"'Chinese', 'Russian'",26,1.5,13
73890,Victor Garcia,Female,"'Books', 'Sports', 'Photography'",United States,"'Portuguese', 'Spanish', 'English'",43,1.8,18
20664,Lee Arnold,Male,"'Social causes and activism', 'Movies', 'Outdoor activities', 'Gaming'",Philippines,"'Spanish', 'Chinese'",53,1.2,22
6293,Maude Bassett,Male,"'Beauty', 'Beauty', 'Business and entrepreneurship'",Panama,'English',56,2.6,10
72285,Randy Womack,Female,"'Sports', 'Parenting and family'",South Africa,'English',24,3.4,17
79797,Michael Rogers,Female,"'Books', 'Art'",Burkina Faso,"'German', 'Japanese', 'English', 'Portuguese'",25,1.4,23
46408,Thomas Lembo,Male,"'Outdoor activities', 'Politics', 'Parenting and family'",Mexico,"'English', 'German', 'French', 'Spanish'",28,4.5,22
62612,Richard Coker,Female,"'Fashion', 'Cars and automobiles'",India,'German',62,3.3,21
57714,Linda Kessler,Female,"'Travel', 'Fitness'",India,'Portuguese',33,3.2,17
62859,Antonio Benedict,Female,"'Finance and investments', 'Fashion', 'Fitness'",Vietnam,"'Hindi', 'Japanese', 'French', 'Portuguese'",63,2.1,11
22358,Kathleen Tim,Female,'Politics',China,"'English', 'Portuguese', 'Russian'",65,2,23
70568,Ernest Mason,Male,"'Nature', 'Gaming', 'Technology', 'Travel'",United States,"'Arabic', 'German', 'Portuguese'",20,4.4,16
73256,Floyd Graham,Female,"'Parenting and family', 'Gaming', 'Finance and investments', 'Books', 'Technology'",Nicaragua,"'Arabic', 'Hindi', 'Chinese', 'French'",21,3.4,23
31126,Mason Nelson,Male,'Music',United States,"'English', 'French'",50,2.4,13
64239,Carol Johnson,Female,'Parenting and family',Brazil,'Hindi',37,4.3,15
65205,May Saenz,Female,"'Movies', 'Parenting and family'",Japan,"'Hindi', 'Italian', 'Russian', 'Arabic'",57,2.1,20
75870,Danny Merson,Male,"'Cars and automobiles', 'Travel'",India,"'German', 'Spanish'",37,2.9,15
80994,Thomas Roosevelt,Female,"'Cooking', 'Business and entrepreneurship', 'Books'",Mexico,'English',57,2.3,24
19352,Lee Schrock,Female,"'Photography', 'Health and wellness', 'Movies', 'History'",United States,"'French', 'Portuguese', 'Spanish', 'Japanese'",35,3,18
49814,Terrance Walla,Female,"'Health and wellness', 'Finance and investments', 'Outdoor activities', 'Food and dining'",Argentina,"'Portuguese', 'Japanese', 'Italian'",23,4.5,12
78461,Michael Hairston,Female,"'Politics', 'Photography'",Japan,'Portuguese',38,3.2,10
17195,Sue Martin,Male,'Photography',Germany,"'Chinese', 'Italian', 'Portuguese'",46,2.4,18
22120,Diane Price,Female,'Music',Brazil,"'English', 'Japanese'",47,3.5,18
31162,Alina Anderson,Female,'Music',United States,"'German', 'Arabic', 'Spanish', 'English'",30,4.3,22
77022,Amy Sanders,Female,"'Business and entrepreneurship', 'Movies'",India,"'Hindi', 'Italian'",65,4.7,16
64332,Juan Loomis,Male,"'Technology', 'Sports', 'Science', 'Pets'",Ecuador,"'Portuguese', 'Japanese', 'Hindi'",55,3.2,25
1998,Wanda Kirby,Female,"'Photography', 'Cooking', 'Social causes and activism'",Italy,"'French', 'Italian', 'English'",41,4.8,15
50515,James Doherty,Male,"'Education and learning', 'Pets', 'Fitness', 'Travel'",China,'Spanish',61,1.4,23
89705,Nancy Roberts,Female,'Music',Russia,"'Portuguese', 'Italian', 'Spanish'",43,3.9,20
7796,James Difrancesco,Female,"'Photography', 'Movies'",Finland,"'German', 'English', 'French'",32,1.4,21
65385,Matthew Cox,Female,"'Beauty', 'Technology', 'Parenting and family', 'History', 'Cars and automobiles'",Israel,"'German', 'Chinese', 'Arabic'",66,3.2,13
67802,Patricia Smith,Female,"'Social causes and activism', 'Beauty'",India,"'Chinese', 'Portuguese'",56,4.7,15
55216,Jerrold Winter,Male,"'Cooking', 'Art'",Venezuela,'Chinese',62,3.7,12
41811,Lillie Funk,Male,"'Fitness', 'Movies', 'Photography', 'Technology', 'Health and wellness'",Thailand,"'Chinese', 'Italian', 'German', 'Arabic'",65,3.4,13
66026,Donald Robinson,Male,'Social causes and activism',United States,'Arabic',44,3.4,12
18668,John Peery,Male,"'Fashion', 'Parenting and family', 'Music', 'Food and dining', 'Gardening'",United States,"'Arabic', 'English'",47,4.3,17
62248,Randi Williams,Female,'Science',United States,'Chinese',46,4.3,12
71644,James Kelly,Female,"'DIY and crafts', 'Travel'",Liechtenstein,"'Italian', 'German'",54,3.3,20
43284,Robert Medlin,Female,"'Business and entrepreneurship', 'Photography', 'Business and entrepreneurship', 'Social causes and activism', 'Health and wellness'",China,"'German', 'Hindi'",59,2.5,14
14873,Jesse Simmons,Female,"'Cooking', 'Science'",United States,"'Hindi', 'Japanese'",70,2,17
28077,Dorothy Racette,Male,'Travel',Somalia,"'Portuguese', 'Spanish'",55,4.3,16
76240,Eric Mitchell,Female,"'Books', 'Cooking'",Democratic Republic of the Congo,"'Italian', 'Hindi', 'Russian'",50,2.6,25
75173,Samuel Carter,Female,"'Cars and automobiles', 'Movies', 'Politics', 'DIY and crafts'",Russia,"'French', 'English', 'Arabic', 'German'",25,4.4,25
16594,Brian Pettigrew,Female,"'Movies', 'Books', 'Beauty', 'Cars and automobiles'",Germany,"'English', 'Russian', 'German'",65,4.5,15
59535,Crissy Daly,Female,"'Finance and investments', 'Social causes and activism', 'Technology', 'Books', 'Business and entrepreneurship'",China,"'English', 'Arabic'",60,3.3,24
67744,Melissa Skelly,Male,'Food and dining',Argentina,"'English', 'German', 'French', 'Chinese'",63,2.7,10
46502,Charles Bender,Female,"'Education and learning', 'Music', 'History', 'Fitness'",China,"'Arabic', 'Japanese'",55,2,11
85446,James Forrest,Male,"'Social causes and activism', 'Politics', 'Fitness', 'Technology'",China,"'French', 'Spanish'",60,4.3,11
66533,Clyde Honokaupu,Male,"'Gardening', 'Sports', 'Music', 'Cooking', 'DIY and crafts'",United States,"'German', 'Russian', 'Hindi', 'Japanese'",33,4.9,18
32928,Thomas Jessup,Female,"'Health and wellness', 'History', 'Health and wellness', 'Books'",China,"'French', 'English'",59,3.4,14
73173,Samantha Southwood,Female,'Education and learning',Germany,"'Arabic', 'Spanish'",30,1.3,23
86218,Luis Hickman,Female,"'Photography', 'Nature', 'Books'",South Korea,"'Hindi', 'Russian', 'French', 'Italian'",47,3.8,11
19813,Peter Harper,Female,"'Gaming', 'Fitness'",Peru,"'German', 'Japanese', 'Italian'",63,2.2,23
40611,Marcy Westling,Female,"'Politics', 'Pets', 'Fashion'",Russia,'English',35,2.7,10
48430,Harriet Teasley,Male,'Pets',Libya,"'Chinese', 'German', 'Portuguese', 'Russian'",27,3.7,20
24611,Alicia Duncan,Male,"'Movies', 'Music'",Spain,"'Chinese', 'Hindi', 'Portuguese', 'German'",59,3.8,17
10085,Dorothy Garcia,Female,"'DIY and crafts', 'Health and wellness', 'Finance and investments', 'History'",United States,"'Italian', 'Portuguese', 'Arabic', 'Japanese'",63,3.9,14
67975,Jesus Willis,Male,'Fitness',Japan,"'German', 'English', 'Hindi'",33,3,25
41461,Thresa Shafer,Female,"'Finance and investments', 'Fashion'",Germany,"'Hindi', 'Portuguese'",57,1.5,19
24616,Glen Cook,Female,"'Books', 'Fashion', 'Cars and automobiles', 'Pets', 'Outdoor activities'",China,"'Hindi', 'French'",59,1.1,21
92782,Michael Cunningham,Female,"'Cooking', 'Sports', 'Books', 'Cooking'",Russia,'English',69,1.4,23
6048,John Uvalle,Male,'Fashion',India,"'Japanese', 'Italian'",61,3.4,19
96276,Louis Abraham,Female,"'Photography', 'Pets', 'Gaming', 'Technology'",China,'German',45,4.8,25
33272,Ashly Lanza,Male,'Food and dining',India,"'Russian', 'Arabic'",34,4.8,11
12977,Veronica Hill,Male,'Photography',Ukraine,"'Japanese', 'Arabic', 'Italian', 'German'",63,2.4,23
17593,Allyson Thompson,Female,"'Beauty', 'Travel'",Nigeria,"'Hindi', 'English', 'German'",32,2.8,10
12082,Harriette Mason,Male,"'Music', 'Movies', 'Gaming'",China,"'English', 'German', 'Spanish', 'Arabic'",27,2.7,22
73551,William Williams,Female,"'Photography', 'Finance and investments', 'Sports'",Russia,"'Hindi', 'French'",24,3.6,15
18146,Carl Kumar,Female,"'Gardening', 'DIY and crafts', 'Travel', 'Social causes and activism', 'DIY and crafts'",Venezuela,"'Portuguese', 'Chinese', 'Italian'",30,1.3,12
76097,Michael Washington,Male,"'Education and learning', 'Health and wellness'",Honduras,"'Italian', 'Hindi', 'German'",47,2.1,17
9635,Jodi Morton,Female,"'Music', 'Art', 'Fashion', 'Outdoor activities'",United States,"'Italian', 'Chinese', 'English', 'French'",63,2.1,12
19596,Sandra Takata,Male,"'Fitness', 'Health and wellness', 'Gardening', 'Fitness', 'Technology'",United Kingdom,"'French', 'Chinese', 'English'",46,3,18
84028,Charles Cocco,Male,"'Nature', 'Travel', 'Fashion', 'Parenting and family', 'DIY and crafts'",United States,"'German', 'Hindi'",20,4.6,13
91147,Patricia Lorna,Male,'Art',China,"'Hindi', 'Portuguese', 'Italian'",57,4.5,19
87773,Donald Goulet,Male,'Art',United States,"'German', 'Spanish', 'Portuguese'",67,4.9,18
35588,Ronnie Dean,Male,"'Pets', 'Education and learning'",Brazil,"'German', 'Chinese'",49,2.7,11
65081,Robert Small,Male,"'Cars and automobiles', 'Fashion', 'Cars and automobiles', 'History', 'Cooking'",United Kingdom,"'Portuguese', 'Japanese'",28,1.4,15
66206,Sharon Simon,Female,"'Travel', 'Books', 'Photography', 'DIY and crafts'",Laos,"'Spanish', 'Hindi', 'Arabic'",23,1.4,17
1820,Yolanda Larsen,Male,"'History', 'Fitness', 'Politics'",Russia,"'Chinese', 'Russian', 'Japanese', 'Italian'",43,1.8,18
26257,Gary Foran,Female,"'DIY and crafts', 'Health and wellness'",United States,'Japanese',40,1.4,18
3337,Michael Neves,Female,'Nature',Germany,"'Portuguese', 'Italian', 'Hindi'",60,4.1,12
52660,Ralph White,Female,"'Fashion', 'Pets'",Germany,'Chinese',40,2.8,19
86410,Warren Lukow,Female,"'Sports', 'Politics', 'Music'",Greece,"'Arabic', 'Portuguese', 'French', 'Russian'",41,1.9,25
38995,Leila Stone,Male,"'Fitness', 'Science', 'Technology'",Brazil,"'French', 'Russian'",61,1.2,22
46333,Daniel Toon,Female,"'DIY and crafts', 'Finance and investments', 'DIY and crafts'",United States,"'Portuguese', 'Arabic', 'Italian'",31,3.3,16
90299,Linda Bonner,Male,"'Fashion', 'Nature'",Uzbekistan,"'Spanish', 'English', 'Russian', 'Portuguese'",55,3.2,21
1329,Randy Brown,Male,'Health and wellness',Morocco,'Spanish',53,1.6,11
84772,Christopher Cummings,Male,"'Movies', 'Pets', 'History'",Italy,"'Italian', 'English', 'German'",32,3.1,22
13111,Antonia Smith,Female,"'Technology', 'Politics'",Bangladesh,'Portuguese',63,3.1,18
48764,Mirta Demirchyan,Male,"'Pets', 'Beauty', 'Technology', 'Sports', 'Beauty'",Pakistan,"'Portuguese', 'Spanish'",49,2.1,20
37466,Vincent Chi,Female,"'DIY and crafts', 'Outdoor activities', 'Gaming'",Venezuela,"'Chinese', 'Portuguese', 'Arabic', 'Japanese'",49,1.6,25
90880,William Shanker,Female,"'Gardening', 'Outdoor activities', 'Technology'",India,"'English', 'Hindi', 'Russian'",46,2.6,25
15608,Jannie Langlois,Male,'Photography',China,"'German', 'English', 'Spanish'",57,4.3,17
65926,Debra Camren,Female,'Beauty',Colombia,"'German', 'Japanese'",20,4.3,20
99716,Rebecca Nagy,Male,"'Health and wellness', 'Education and learning'",Brazil,"'Russian', 'Hindi', 'French', 'German'",33,3.9,22
34103,Peter Bhatia,Male,"'Fitness', 'Science', 'Beauty', 'DIY and crafts'",Egypt,"'Hindi', 'German'",59,2.3,23
73989,Brenda Truitt,Male,"'History', 'Education and learning', 'History', 'Science', 'Science'",Italy,"'Russian', 'Spanish'",59,1.5,20
18753,John Montgomery,Male,"'Pets', 'Fitness', 'Beauty', 'Education and learning'",Philippines,"'German', 'French', 'Italian'",46,4,19
21576,Mimi Carrillo,Female,"'Fashion', 'Cars and automobiles', 'Fashion', 'Photography', 'Gardening'",Russia,'Portuguese',42,4.8,17
33064,Lana Cass,Female,"'Gaming', 'Music', 'Education and learning', 'Art'",China,'Hindi',52,1.9,11
41177,Margaret Polley,Female,"'Movies', 'Movies', 'Finance and investments', 'Music'",Sweden,"'Spanish', 'Hindi', 'Portuguese'",39,3,24
69394,Sherwood Hammond,Male,'Travel',Canada,"'Hindi', 'Portuguese', 'Arabic'",26,4.4,12
42779,Josette Fagan,Male,"'Health and wellness', 'DIY and crafts', 'Movies'",Italy,"'Arabic', 'Hindi'",66,3.8,19
60924,Ben Smith,Female,"'Social causes and activism', 'Food and dining', 'Art', 'Gaming', 'DIY and crafts'",United Kingdom,'French',26,4.8,24
12301,Leah Weston,Male,"'Outdoor activities', 'Parenting and family', 'Food and dining', 'Science'",Belgium,"'German', 'Italian', 'English'",31,1.6,10
77294,Kathleen Smith,Female,"'Fitness', 'Science', 'Sports'",Belgium,'German',37,3,15
31799,Daniel Perdomo,Male,"'Cooking', 'Politics', 'History', 'Fashion'",Argentina,"'Chinese', 'French'",53,4.3,12
98973,Eddie Hamburg,Female,'Fitness',Uzbekistan,"'Hindi', 'Portuguese', 'Italian'",44,2.5,24
97427,Gloria Bates,Female,"'Health and wellness', 'Movies', 'Fashion', 'Movies'",Algeria,"'Spanish', 'Italian', 'Japanese', 'Portuguese'",61,4.7,25
54296,Maria Mcbath,Male,"'Movies', 'Food and dining', 'Finance and investments', 'Movies', 'Beauty'",France,"'Arabic', 'Russian', 'Spanish'",25,2.8,12
61961,Barbara Halliburton,Male,"'Pets', 'Travel', 'Politics', 'Art'",China,'Italian',31,4.3,10
65038,Steve Martin,Male,"'Technology', 'DIY and crafts', 'Politics', 'Music'",Niger,"'Spanish', 'Chinese', 'French', 'Japanese'",26,3.3,22
79125,Terry Basque,Female,"'Fitness', 'Science', 'Travel'",Australia,"'Hindi', 'Portuguese', 'Italian', 'German'",51,1.5,12
21161,Katrina Schenk,Male,'Beauty',Spain,"'Portuguese', 'German', 'Japanese'",46,2.9,24
16965,Timothy Hills,Female,"'Technology', 'Gaming', 'Cars and automobiles', 'Social causes and activism'",Brazil,'French',42,2.1,19
57798,Tonya Catrone,Male,"'Music', 'Fashion', 'Movies', 'Cooking'",Brazil,"'Hindi', 'Portuguese'",31,2.6,18
50842,Erika Churchill,Female,"'Gardening', 'Travel'",El Salvador,'Russian',65,2,23
91920,Alissa Brown,Male,"'Photography', 'Books', 'Pets'",Germany,"'Chinese', 'French'",33,3,19
10309,Perry Hyldahl,Female,"'Photography', 'Technology'",United States,"'Chinese', 'French', 'Japanese', 'Hindi'",36,3.8,17
37554,Mary Rindels,Female,"'Fashion', 'Books', 'Politics', 'Fitness'",France,"'Portuguese', 'Japanese'",39,3.5,22
